TQ,DPQ,C,OU,DI,DFT,DFO,RD
0,4,4,1,11,59,5,0
4,3,0,1,10,30,30,21
1,2,3,2,44,9,1,0
3,3,2,4,42,22,9,3
1,0,0,2,38,3,46,14
3,1,3,1,28,17,4,27
0,4,3,3,22,11,1,0
4,4,2,0,3,12,6,14
1,4,4,0,4,24,17,7
1,4,2,4,11,3,1,3
0,3,4,2,25,17,11,14
4,3,4,2,4,5,3,16
0,3,4,0,60,3,6,0
0,4,1,4,11,6,1,17
0,1,0,3,26,3,1,1
4,3,3,1,24,17,1,10
3,1,4,3,26,2,9,26
0,1,1,2,3,6,25,16
0,0,0,2,26,5,12,0
3,0,1,1,59,14,40,0
0,3,3,2,5,21,8,1
2,1,1,2,3,1,24,0
4,4,4,4,33,2,19,2
2,3,0,1,24,7,4,4
3,0,0,2,20,0,5,11
3,2,4,1,34,8,12,13
0,4,0,2,32,23,5,0
4,1,1,2,37,6,26,14
1,4,2,1,0,2,1,17
2,4,2,0,14,3,11,6
0,4,0,3,42,11,0,4
3,4,1,4,78,27,7,1
3,3,2,3,36,6,6,10
4,4,0,1,57,1,18,10
3,4,1,0,15,3,37,10
1,0,0,3,15,17,30,10
0,0,1,4,11,13,21,3
4,0,4,3,31,21,9,0
1,4,2,2,10,9,14,2
2,0,3,1,30,0,4,2
4,3,4,2,47,7,2,9
0,3,3,4,1,10,5,1
3,3,3,1,21,8,9,15
3,2,4,1,7,60,6,14
2,2,4,2,6,25,0,9
1,2,0,2,50,7,8,0
2,2,2,4,11,3,48,6
0,3,0,2,36,10,14,9
0,2,3,2,47,19,14,7
0,1,0,4,66,49,26,11
4,4,0,4,27,22,35,9
1,3,3,0,5,30,25,10
2,2,2,3,30,11,16,8
0,1,0,1,31,14,11,7
3,4,0,2,60,1,0,6
4,1,0,2,19,13,5,6
1,1,3,1,14,59,12,3
2,4,4,3,1,32,30,1
2,1,0,4,18,12,5,19
3,0,0,1,34,10,28,2
0,1,4,1,42,17,4,5
2,0,2,2,10,20,2,6
0,1,4,0,45,13,15,0
1,4,4,0,4,5,6,3
3,2,1,3,18,0,11,10
3,2,3,2,36,18,46,1
1,1,4,4,29,15,28,3
2,0,1,3,19,0,10,14
2,0,3,0,58,67,3,30
0,1,1,2,22,5,10,4
1,0,4,1,22,31,0,2
2,2,1,2,28,3,27,5
1,0,2,2,85,6,1,2
2,0,4,3,73,8,20,1
4,0,0,4,19,1,10,2
0,0,2,1,52,35,19,4
1,2,1,2,16,0,6,18
2,0,0,0,35,0,5,4
1,2,2,3,10,12,4,14
4,1,2,3,5,36,3,5
1,2,2,2,30,6,7,1
1,2,4,3,17,46,4,9
4,4,3,4,44,12,1,15
3,3,4,4,38,25,6,2
2,2,4,1,28,15,17,8
4,3,1,2,4,5,2,11
0,1,2,3,33,18,2,1
3,0,4,4,19,23,11,7
1,1,3,1,66,2,6,2
1,0,3,1,4,15,16,5
0,4,1,2,18,5,28,5
4,2,0,2,5,12,13,4
0,4,2,4,2,2,8,3
1,4,0,3,74,17,2,20
3,3,3,1,42,3,51,12
2,4,2,0,49,15,5,4
1,1,1,3,44,4,0,18
0,3,0,2,2,30,55,11
4,2,4,2,16,1,13,0
2,3,3,3,16,12,12,27
3,4,0,0,8,5,9,4
0,1,0,2,37,0,10,0
4,2,4,3,6,12,17,10
3,0,0,1,9,24,5,3
4,4,2,4,43,16,10,11
4,4,4,3,52,13,10,12
1,2,3,3,45,4,36,7
1,2,1,3,22,14,1,4
3,1,0,0,9,18,19,4
4,0,1,2,42,15,15,23
3,2,0,3,22,15,10,8
3,4,1,3,86,0,5,2
4,1,3,1,40,19,28,5
1,0,4,2,8,0,3,43
4,3,1,2,58,7,22,2
1,2,3,4,37,4,7,2
1,2,4,4,73,3,9,1
2,2,4,1,54,24,9,36
3,1,0,0,71,6,2,12
3,2,0,3,28,26,4,7
0,3,1,1,36,32,15,1
0,1,2,2,43,5,5,0
4,3,3,3,54,13,28,6
4,3,3,0,35,9,39,22
0,3,4,3,5,31,1,14
3,2,1,1,55,3,45,16
3,0,2,1,44,11,6,8
0,2,2,1,42,20,1,3
0,4,4,1,3,11,15,1
4,4,3,0,16,44,7,2
2,1,3,1,6,14,0,4
0,2,2,4,43,5,36,7
1,3,3,4,31,11,4,3
0,2,1,2,76,7,12,6
0,0,4,4,31,0,34,3
0,3,2,4,46,7,18,21
2,2,1,0,2,5,10,7
4,1,2,4,7,15,3,21
1,3,4,1,17,14,42,6
1,3,3,4,16,0,8,8
0,2,1,2,31,15,1,7
1,1,3,2,37,4,13,10
0,0,1,1,50,54,1,2
2,1,2,2,22,26,51,1
3,2,2,4,54,9,10,0
3,2,1,4,56,0,10,10
4,0,3,2,73,7,2,4
4,1,1,4,28,19,33,0
3,0,4,0,13,3,13,13
0,3,2,0,32,19,26,9
0,4,4,4,34,21,10,4
4,4,2,3,51,15,12,4
3,0,4,4,63,9,6,4
1,2,4,0,41,12,1,11
4,3,2,2,15,28,7,7
0,0,3,3,29,25,11,14
0,4,1,2,16,2,50,20
1,2,3,2,56,17,27,23
2,1,0,2,64,21,0,7
4,3,4,4,42,16,14,19
4,4,1,4,28,3,0,0
0,3,2,0,50,28,13,12
4,3,4,0,8,1,1,7
1,2,4,1,83,2,3,25
0,2,2,0,46,1,0,2
4,3,2,3,73,1,4,24
4,2,0,1,8,14,7,4
3,4,2,3,24,22,11,0
4,0,1,3,35,32,4,5
4,1,3,3,50,18,33,7
1,4,1,0,27,5,4,3
2,0,2,4,46,18,1,0
4,0,0,1,40,7,17,14
3,4,3,1,14,0,2,3
4,3,0,2,83,9,0,15
3,1,0,3,46,16,14,1
3,0,3,2,34,2,11,20
2,3,0,2,62,2,5,6
3,4,1,0,4,17,19,3
4,2,1,0,10,9,5,6
3,1,3,1,41,12,1,8
2,4,3,4,23,10,31,7
1,0,4,1,30,2,20,1
3,4,2,4,31,24,8,4
3,0,1,4,24,0,10,10
2,0,0,2,15,16,39,8
0,2,4,3,52,20,15,12
4,1,1,3,39,21,8,10
3,0,1,2,16,4,12,3
3,4,2,4,26,6,12,23
2,0,3,1,52,2,7,0
4,3,4,3,69,39,16,6
2,1,3,4,40,30,8,1
4,3,2,1,16,24,4,4
1,2,3,1,31,1,8,6
3,3,0,2,47,1,18,4
1,0,2,1,10,4,8,3
0,1,2,1,28,2,2,1
0,2,0,0,9,3,2,8
4,4,4,1,8,27,6,1
3,4,4,3,53,4,6,8
2,2,0,1,36,9,48,10
3,3,3,3,10,3,13,0
1,0,3,1,17,18,40,0
4,1,2,4,29,0,5,10
2,4,1,1,48,21,0,9
4,0,1,3,45,4,3,1
3,3,2,1,35,6,5,1
0,3,3,0,28,47,32,0
4,4,0,3,11,58,0,5
4,4,0,4,12,31,3,0
2,3,3,2,6,12,12,0
0,2,1,4,33,38,42,10
0,3,0,3,54,12,14,0
2,3,3,3,72,23,13,7
0,3,4,0,18,27,17,4
3,3,2,0,24,1,1,1
1,2,2,1,0,19,27,0
4,1,0,3,40,5,2,11
1,3,3,0,50,4,6,5
4,0,4,0,27,42,7,1
4,0,4,0,22,40,8,3
2,2,4,4,29,35,12,3
2,4,1,4,41,1,14,8
4,2,2,1,42,20,5,11
4,2,0,0,5,8,6,1
4,0,1,2,51,13,1,0
0,0,2,1,43,0,1,2
4,0,4,1,3,1,6,5
2,0,2,1,86,5,2,4
4,3,2,3,20,8,2,5
3,1,2,1,11,6,26,29
1,0,0,0,13,20,6,2
1,3,0,0,22,13,17,1
1,4,4,4,45,9,0,1
4,1,2,4,1,18,20,12
1,4,1,1,24,21,4,7
0,0,3,1,20,18,24,12
3,3,1,0,25,1,2,6
3,1,3,2,28,14,0,2
3,0,3,1,2,5,20,5
1,4,3,4,7,0,20,7
3,3,3,1,26,17,30,3
4,4,1,3,3,1,16,18
3,1,1,1,56,41,6,1
3,3,4,2,39,29,4,0
4,4,3,4,43,34,33,9
4,1,3,2,18,16,29,13
3,0,1,2,11,2,14,6
0,3,1,2,3,2,13,5
0,0,4,0,13,1,15,10
3,0,0,2,23,6,18,4
4,0,3,1,4,2,21,10
0,0,2,1,32,4,26,9
4,2,2,0,39,17,1,5
2,3,1,0,43,21,5,10
2,0,0,3,32,4,8,10
3,2,3,3,32,3,9,6
4,0,3,0,11,9,16,3
4,3,1,4,6,3,8,3
1,2,0,2,11,26,21,2
0,2,2,2,53,15,1,12
1,3,0,2,31,2,16,4
3,3,2,1,6,3,20,3
4,1,1,1,6,21,9,19
1,1,0,4,37,7,5,0
3,1,1,0,63,26,6,14
3,4,3,2,13,27,14,4
0,3,2,0,16,45,13,8
2,0,3,2,46,14,28,0
4,0,1,2,50,0,9,10
0,3,2,1,42,14,7,1
2,2,0,0,22,8,3,20
3,4,2,2,44,1,20,3
1,2,4,4,53,10,0,3
2,2,1,2,11,17,14,0
4,3,2,1,25,22,31,3
1,0,2,1,15,14,22,4
4,0,0,0,101,16,46,3
1,4,1,2,8,15,2,4
0,3,0,1,15,13,22,20
1,0,1,3,2,7,4,13
4,0,4,0,0,26,8,11
3,1,0,3,14,7,22,7
1,4,4,1,65,7,17,5
1,0,2,3,49,1,12,1
1,2,4,3,18,16,0,13
3,0,0,3,25,10,1,5
2,1,4,4,19,2,4,29
4,1,0,4,9,0,3,1
0,1,2,1,7,8,19,5
3,4,1,1,3,17,26,10
1,0,1,4,37,12,49,7
2,3,0,4,44,14,8,12
3,2,2,3,32,2,26,11
3,2,0,3,9,9,19,10
0,0,3,0,10,5,3,0
3,4,2,4,41,25,58,29
4,0,3,1,20,29,8,8
4,0,0,3,68,5,9,9
2,1,3,4,12,13,4,8
1,4,2,2,44,0,2,2
2,1,4,3,12,9,18,2
4,1,3,2,33,29,42,5
4,0,0,0,72,8,21,3
3,3,0,4,11,16,14,7
1,0,4,3,39,53,4,0
4,2,2,0,34,12,0,15
1,4,0,4,30,8,8,8
1,0,1,3,41,9,4,14
3,0,3,1,3,53,1,9
0,4,0,2,5,7,10,2
0,0,1,0,7,20,5,0
2,0,1,0,0,46,9,14
4,1,1,2,14,32,24,10
0,4,0,3,24,0,10,15
1,3,3,2,21,17,2,4
2,0,0,0,56,1,2,9
2,3,2,2,46,13,9,5
3,4,3,1,49,8,11,13
0,3,1,2,49,13,19,0
3,3,4,1,38,13,1,0
1,2,4,4,31,16,10,7
2,0,4,0,29,24,1,7
4,4,4,0,3,23,16,10
3,0,4,1,29,5,15,4
4,1,2,3,15,20,27,2
1,4,1,1,4,9,17,0
2,1,1,3,18,0,28,0
2,2,0,1,27,24,6,2
2,0,2,4,27,1,5,12
2,4,1,3,14,6,20,0
1,2,1,4,14,7,6,8
1,0,3,2,17,68,7,3
0,0,0,0,23,39,5,1
1,2,0,4,45,48,24,8
4,0,1,0,10,16,25,2
2,0,1,1,7,5,8,0
2,1,3,1,45,6,25,5
3,3,3,2,17,30,23,5
0,3,2,2,3,46,12,2
4,0,1,1,10,3,5,0
2,2,0,2,3,7,9,8
0,4,0,1,64,1,3,3
1,1,2,1,43,18,8,12
1,0,4,3,49,14,45,3
0,3,0,0,31,24,20,4
3,4,2,0,47,2,0,13
3,3,4,0,7,0,2,9
4,4,3,2,47,19,4,10
3,4,0,1,4,2,10,0
4,1,4,2,19,4,4,12
1,1,3,1,68,68,22,1
3,1,2,4,37,21,58,4
1,3,1,4,48,40,1,17
4,3,2,4,43,11,27,9
3,4,2,4,37,8,21,6
4,4,2,2,25,21,4,1
4,2,4,3,9,26,1,1
3,3,3,1,50,18,0,3
0,4,2,0,30,12,12,2
4,2,4,4,5,1,32,22
3,2,0,4,36,66,5,1
0,4,0,0,26,0,13,13
1,2,4,1,27,5,38,4
2,0,3,1,23,12,13,1
3,3,2,1,40,2,16,1
4,2,3,3,15,8,14,17
2,1,2,2,15,25,29,3
3,4,1,0,38,0,20,5
1,1,2,1,42,5,16,4
4,4,1,2,13,8,23,16
0,0,1,3,55,8,29,2
2,3,0,4,20,1,0,9
1,4,0,1,34,20,16,1
4,1,3,4,43,10,29,18
3,0,2,1,42,26,2,12
2,1,1,4,27,3,9,3
0,0,0,2,31,23,1,8
0,3,3,0,31,4,14,0
1,4,4,4,35,3,3,9
2,2,3,2,29,15,3,3
3,3,0,0,26,8,69,5
2,2,0,4,5,0,3,12
4,0,4,2,23,42,2,7
1,4,4,4,2,43,5,34
4,3,0,0,4,9,0,8
1,0,1,3,65,17,22,11
3,0,0,4,19,1,26,33
0,3,0,2,16,1,8,1
2,0,3,1,14,2,44,7
1,1,1,2,4,16,40,2
0,4,2,0,18,13,2,6
2,3,2,0,56,0,13,1
0,4,2,4,61,4,1,11
1,4,4,3,73,37,16,31
4,1,2,0,66,3,30,1
3,2,3,3,107,1,9,2
0,4,4,0,37,4,11,4
4,0,0,1,8,0,10,7
3,4,0,1,39,0,13,7
2,2,0,1,41,0,24,13
0,4,4,1,43,1,0,39
1,2,0,0,33,20,1,1
1,3,3,4,31,4,26,20
1,4,1,2,7,24,23,10
4,0,1,1,13,11,0,7
4,1,2,0,27,8,10,4
0,2,2,0,23,13,17,1
3,4,4,2,4,12,16,0
4,1,4,4,12,4,27,11
2,4,1,3,86,24,4,5
3,0,1,3,34,48,11,3
4,2,4,1,10,9,4,5
2,4,1,0,33,9,7,11
4,2,0,3,4,14,15,1
1,0,0,2,25,3,15,0
1,0,3,0,19,1,2,0
4,2,3,1,11,34,9,3
3,1,4,1,10,56,16,19
2,2,3,4,30,1,30,21
2,0,4,0,22,9,3,8
4,0,0,3,30,13,10,9
1,3,1,1,6,17,9,7
0,0,1,1,3,25,14,6
2,0,2,1,86,1,15,3
2,0,1,3,5,3,33,4
0,2,3,4,9,27,1,8
1,3,1,1,47,20,44,6
1,2,2,2,78,24,11,0
0,3,2,3,53,8,10,1
0,0,3,1,32,4,5,11
4,2,3,0,35,8,0,15
1,4,4,3,18,17,8,20
0,0,4,4,21,12,15,10
4,3,0,1,28,0,11,18
0,1,2,3,31,3,16,0
2,0,4,2,50,13,37,10
3,2,4,3,37,9,40,1
2,0,3,3,3,0,31,11
4,0,3,2,42,3,42,4
4,1,0,0,22,1,22,2
2,3,3,3,33,0,4,0
0,4,3,4,21,25,12,8
2,3,1,4,13,42,8,14
4,1,3,1,12,8,5,2
2,3,1,1,24,1,3,9
1,3,1,3,51,6,8,7
1,4,2,3,12,0,22,3
1,0,2,2,6,0,9,0
1,0,0,1,13,19,25,13
2,0,2,0,48,13,0,6
4,1,3,2,2,10,16,10
3,0,1,4,11,16,19,1
1,0,1,2,33,0,28,1
1,0,4,0,26,35,24,5
4,0,4,4,44,1,20,10
0,3,0,1,18,7,9,9
0,4,3,1,19,54,15,1
4,2,0,4,34,12,17,5
0,1,3,3,9,36,5,4
4,2,0,1,35,2,10,8
0,4,0,3,20,24,7,3
0,1,4,0,33,8,16,3
2,3,1,1,30,2,20,13
0,0,4,3,7,16,5,10
1,3,1,3,22,20,4,20
1,4,4,0,18,15,27,6
4,2,3,4,19,16,27,3
1,3,3,0,17,19,4,4
2,0,0,4,45,10,19,18
4,0,3,4,5,21,0,6
1,0,0,2,33,30,30,6
1,3,2,3,56,11,36,13
3,3,2,3,13,9,10,4
0,2,1,2,16,2,6,1
0,1,3,3,43,13,1,6
1,4,2,3,16,16,18,3
4,2,3,4,45,27,4,12
0,2,0,4,10,1,39,6
3,3,1,4,79,8,10,7
2,0,3,3,18,3,4,26
2,1,2,4,38,4,10,2
1,1,0,2,57,48,1,6
0,1,3,0,7,14,9,2
1,3,0,2,46,6,8,1
3,4,1,0,13,3,2,8
1,3,4,2,2,31,5,2
1,3,4,0,8,2,5,0
0,2,0,4,17,28,5,3
3,3,0,2,67,18,2,5
4,1,4,1,56,60,4,2
1,4,0,2,18,39,15,8
0,4,3,0,21,4,3,11
4,4,2,0,50,61,6,3
1,3,1,0,24,31,0,4
2,2,2,0,10,0,5,25
1,4,1,1,40,2,10,2
3,2,4,2,14,10,15,1
4,4,3,1,24,31,2,3
0,4,4,1,66,3,8,15
2,0,4,0,1,19,6,1
0,3,1,1,63,11,0,1
0,3,4,1,74,33,35,19
3,0,3,3,43,43,16,21
2,0,1,0,31,0,7,0
0,0,3,2,26,24,1,13
0,3,3,4,11,28,2,10
3,1,2,2,6,1,19,15
2,2,2,2,7,2,1,0
2,4,0,4,16,35,43,0
2,0,4,1,17,4,3,1
1,2,2,3,22,17,24,3
1,3,2,2,14,10,8,10
1,4,3,2,36,21,9,8
0,3,2,2,26,11,15,8
3,1,4,0,24,8,12,17
1,2,3,4,10,4,13,22
4,1,1,1,22,5,3,4
0,3,0,0,4,5,40,29
0,0,0,4,52,0,17,20
2,3,2,2,79,38,14,0
3,1,3,3,32,16,33,6
3,2,0,0,32,42,17,0
0,1,0,4,60,29,50,3
2,3,2,3,29,0,4,16
3,3,2,2,59,19,29,0
2,1,3,2,40,24,24,0
2,3,1,1,27,56,16,8
0,2,2,1,70,10,1,4
2,2,2,2,12,33,0,4
4,4,1,3,33,3,1,4
4,3,1,4,2,14,25,2
1,4,3,2,25,35,19,13
0,2,1,4,23,45,10,0
4,1,2,4,7,9,56,1
2,2,0,3,23,18,7,0
3,1,3,3,47,35,16,1
2,1,3,2,40,17,9,8
2,4,2,3,10,15,9,1
4,2,1,4,81,29,19,8
0,3,1,4,45,7,1,3
1,3,3,2,27,6,44,3
4,0,2,0,0,11,0,27
4,1,2,0,14,2,4,10
0,0,0,4,18,16,32,2
3,4,3,2,14,19,5,30
1,0,0,1,26,39,19,27
1,3,0,4,0,12,38,19
0,1,2,3,8,22,4,3
0,2,3,1,27,19,1,2
3,0,4,3,20,10,4,2
1,4,3,2,47,24,3,14
1,2,0,3,16,51,17,11
3,1,2,3,54,6,22,1
4,0,2,0,31,19,1,0
4,3,1,4,79,13,14,11
0,4,2,0,43,7,8,18
1,1,0,2,17,5,7,35
4,0,1,2,16,4,8,8
1,1,0,2,16,6,52,11
0,1,2,0,25,37,10,0
2,3,0,2,73,4,7,44
3,4,4,4,10,1,7,5
2,2,1,2,39,4,19,22
3,2,2,2,46,7,3,11
1,3,3,3,50,24,19,0
4,4,2,0,59,21,15,17
1,1,1,0,35,45,5,20
1,3,1,0,34,8,9,18
1,1,2,0,11,58,0,6
1,0,2,4,18,20,4,4
3,3,1,4,19,52,0,5
2,0,0,0,40,14,13,2
0,3,2,2,100,2,35,2
1,2,3,4,1,10,15,10
0,0,3,0,50,22,25,15
4,3,1,3,37,13,2,2
4,2,1,2,34,3,7,9
2,3,2,0,3,6,14,10
2,3,4,1,17,1,8,2
0,0,4,4,11,25,2,33
4,1,1,1,48,16,13,2
3,1,1,0,13,16,35,1
1,1,2,4,48,2,12,6
4,1,0,3,50,14,32,0
0,3,4,1,46,24,3,2
4,0,3,0,56,6,8,0
0,4,3,4,47,17,9,29
0,1,3,2,86,1,17,2
3,4,1,0,5,28,30,0
3,2,3,3,14,11,23,3
4,1,1,2,15,31,8,2
0,3,2,2,23,17,40,9
1,0,2,0,5,3,2,0
3,2,4,3,39,11,2,13
2,3,0,0,13,11,6,0
3,3,1,1,30,1,34,17
2,4,3,1,28,0,6,10
1,1,4,2,56,0,3,4
2,1,0,0,54,5,0,3
4,3,0,3,46,34,20,2
2,1,2,3,65,13,14,10
3,3,4,1,61,59,12,1
1,1,3,0,22,19,17,6
1,3,4,4,7,3,8,3
3,3,1,4,29,0,21,8
1,1,0,4,0,6,37,3
4,4,1,3,26,14,24,20
3,4,0,0,23,20,57,4
2,4,1,1,15,5,9,4
2,1,1,2,15,8,0,18
4,2,1,0,41,8,12,7
2,3,4,0,15,4,16,13
0,0,2,1,41,15,7,23
4,4,1,1,1,7,13,34
1,2,4,1,41,0,17,4
4,1,2,4,19,5,23,10
4,4,1,1,32,13,3,3
3,2,1,2,24,13,12,0
0,2,0,1,63,22,12,0
0,0,4,2,18,24,4,1
0,1,1,4,36,5,3,0
1,4,4,1,17,24,11,1
3,1,3,3,2,14,0,4
1,0,1,4,2,14,5,29
3,0,3,2,22,17,3,4
1,3,2,2,18,16,23,5
3,2,4,0,28,15,13,5
0,0,1,1,51,25,2,3
4,3,4,4,45,6,1,1
4,3,4,0,0,7,37,2
2,4,3,0,40,12,2,4
0,4,2,3,51,12,9,10
3,0,1,3,45,52,16,17
1,2,4,0,30,27,1,0
1,0,1,0,12,15,0,2
4,1,0,0,25,9,0,14
3,1,0,2,27,2,3,6
2,3,3,0,27,9,13,0
1,1,4,1,30,9,10,0
2,1,1,2,51,23,12,34
1,2,1,2,79,1,4,3
2,2,1,3,63,7,32,15
2,0,2,1,17,39,6,0
3,0,2,4,54,25,1,4
2,2,0,1,68,25,6,2
1,2,3,0,75,2,20,1
3,1,0,3,27,0,60,1
1,1,2,2,24,5,17,3
0,1,0,3,23,0,15,18
4,1,4,1,20,7,2,1
0,0,4,4,15,11,18,5
1,4,2,3,42,2,0,6
3,4,1,0,21,36,1,0
0,4,2,0,66,4,5,3
0,3,3,4,11,8,12,2
1,1,3,1,26,4,8,0
2,1,2,1,14,4,10,0
3,2,1,2,10,9,11,8
0,4,4,3,6,2,8,1
4,1,1,4,43,2,9,4
1,4,1,3,96,14,1,5
0,2,2,0,5,9,26,1
0,0,4,4,22,24,6,6
2,3,2,2,13,2,8,13
2,3,2,1,25,2,4,3
3,0,1,0,5,32,1,1
0,0,4,2,40,53,0,4
4,4,1,2,12,3,4,1
1,2,3,3,13,7,2,3
3,4,4,3,23,3,22,19
0,3,3,2,24,9,21,1
4,3,3,4,42,10,3,10
1,2,3,3,39,11,7,10
4,4,2,3,7,3,48,7
0,3,4,3,7,8,16,8
4,0,3,0,3,25,21,1
4,4,4,2,29,8,0,0
4,0,0,4,9,1,1,3
3,2,4,2,20,50,25,1
3,3,3,2,10,15,1,5
0,0,2,3,24,34,6,3
2,1,2,2,13,15,0,18
1,0,2,4,41,26,29,1
3,0,4,2,9,6,47,1
1,0,0,3,29,42,11,10
2,2,2,0,9,10,5,16
3,2,1,2,10,3,9,9
1,4,3,4,31,20,23,26
1,4,3,1,0,2,1,8
2,0,4,2,33,25,34,3
4,1,4,1,70,9,15,13
1,0,3,4,10,42,20,0
4,3,1,1,34,21,3,10
3,1,1,2,52,2,20,7
0,0,1,2,36,9,0,13
2,4,3,2,33,4,9,15
1,2,0,3,0,11,37,5
0,4,2,0,5,9,23,3
3,1,1,2,4,0,6,2
3,4,0,4,11,13,16,4
4,0,3,2,4,4,23,3
1,0,3,1,0,10,12,3
0,1,3,2,59,24,31,17
2,0,1,1,12,5,7,3
3,0,2,2,14,23,18,0
4,3,4,3,67,15,48,18
0,0,0,0,32,8,3,6
1,2,0,4,15,28,5,0
2,4,3,4,40,5,0,8
4,3,0,0,55,24,1,22
0,3,1,2,59,3,26,14
4,3,4,0,19,7,8,11
2,1,0,2,27,3,1,1
0,2,4,2,39,4,0,12
3,4,3,4,21,19,0,4
2,4,2,3,32,12,7,31
0,1,4,3,21,15,29,22
1,1,4,4,7,7,46,0
3,1,4,3,86,4,7,5
1,4,3,4,13,3,21,0
1,0,3,0,33,8,1,1
2,2,1,3,44,40,22,7
1,3,4,0,25,2,14,7
4,0,1,2,7,22,24,9
3,1,1,1,45,10,3,11
4,0,2,0,0,6,4,3
3,4,3,1,24,3,13,6
4,0,0,0,17,6,6,10
1,0,4,2,19,9,28,3
0,0,3,4,0,0,25,2
3,3,3,0,19,39,0,4
4,2,0,0,52,26,39,9
4,0,3,3,0,38,4,0
2,2,2,3,42,10,21,29
3,4,3,3,9,19,9,13
3,3,4,0,25,2,50,1
4,0,2,2,15,24,17,7
4,4,1,2,70,23,12,1
3,1,0,4,41,17,23,3
0,2,1,2,36,23,7,1
4,1,1,1,34,6,26,19
0,4,2,2,56,22,2,6
1,4,1,3,52,0,2,0
3,2,4,2,46,34,22,9
1,0,0,1,32,31,1,8
1,3,4,4,10,8,6,0
1,0,4,4,14,18,1,13
0,1,3,0,23,8,4,3
4,3,1,4,31,8,25,9
4,2,3,4,58,11,28,2
1,4,1,3,13,12,0,6
2,3,3,0,27,9,37,2
3,1,4,0,50,34,9,8
4,2,0,0,42,2,3,2
1,1,2,1,7,13,9,5
0,2,0,0,11,23,16,10
3,1,1,4,54,2,6,6
3,4,2,1,7,9,4,7
4,3,0,3,20,1,12,6
1,4,2,2,40,0,10,13
1,2,4,3,10,15,3,10
1,4,0,0,19,12,19,13
4,0,1,0,30,16,14,11
4,3,1,4,57,12,4,8
1,3,0,4,4,22,15,4
0,1,1,2,90,4,10,10
3,4,1,4,17,22,13,1
3,2,1,1,85,53,2,1
0,3,4,2,19,3,7,41
1,0,4,1,34,5,6,1
2,3,2,1,24,28,2,5
4,4,2,1,34,19,10,2
0,4,2,2,47,49,24,14
1,4,1,4,18,1,1,2
1,2,0,3,59,23,10,26
0,2,2,0,22,4,42,0
2,3,4,3,58,7,4,11
4,2,0,3,1,30,0,4
4,4,4,3,18,0,6,12
2,0,4,1,23,10,11,7
2,4,4,4,24,30,10,8
3,4,4,4,45,1,29,3
0,3,4,3,15,3,9,2
4,4,1,4,32,2,4,23
2,1,4,4,16,2,1,10
4,0,2,1,41,20,1,14
0,0,0,2,30,14,1,5
3,2,0,1,3,38,16,11
2,4,0,1,21,18,26,12
4,0,2,2,53,14,10,23
2,2,1,1,35,4,5,6
2,3,1,2,55,17,13,12
1,4,2,3,28,2,4,1
2,2,0,1,71,19,19,2
0,4,4,1,30,14,25,9
1,1,0,0,22,2,2,1
2,3,1,2,71,15,56,34
0,1,2,2,22,20,2,10
3,2,1,2,4,0,2,20
1,4,0,3,62,8,0,18
4,2,4,0,13,1,21,1
3,3,1,2,16,2,7,7
3,2,1,1,85,14,3,5
2,3,1,2,21,9,1,6
3,1,4,4,23,7,12,6
1,1,1,1,19,21,2,15
4,0,0,3,17,27,0,22
0,0,4,1,45,11,5,10
2,4,0,4,61,12,10,9
3,2,0,0,74,6,9,1
2,4,0,4,37,0,30,11
2,1,0,1,8,24,6,1
4,0,0,3,38,5,13,33
1,1,1,1,77,2,4,4
1,3,4,1,17,7,7,15
1,3,3,2,10,8,5,4
2,3,1,3,43,1,9,5
1,0,2,4,10,1,22,0
3,4,1,4,43,2,10,4
1,2,3,0,2,28,46,40
4,3,1,2,24,12,56,2
4,0,2,2,16,3,10,5
1,4,4,0,49,0,2,8
0,2,4,1,32,5,0,0
1,4,0,3,13,30,22,10
4,2,2,3,11,0,5,0
0,0,2,3,23,4,19,0
4,3,2,1,41,5,35,8
3,0,3,0,25,23,1,5
0,2,2,4,38,75,26,6
0,2,2,1,76,11,4,5
2,4,4,0,59,3,1,13
0,3,1,4,26,26,5,4
1,2,0,0,25,25,16,1
4,1,4,4,58,26,1,5
0,3,1,2,23,43,9,4
1,2,0,1,60,32,26,3
3,0,3,0,39,5,7,13
4,2,3,2,23,23,2,2
0,1,3,1,33,9,1,3
4,2,4,0,37,2,7,12
0,3,0,3,22,0,11,19
4,0,4,0,46,9,5,24
2,3,4,1,5,15,2,27
1,2,4,3,65,8,28,2
3,4,3,0,1,0,37,0
0,2,0,3,22,1,8,2
4,4,1,1,70,5,24,19
3,2,0,2,3,33,11,5
2,1,2,4,9,5,10,9
3,0,3,4,25,0,10,15
2,3,2,2,25,3,5,7
2,3,1,2,28,26,25,3
0,4,1,3,10,9,1,1
1,3,1,1,46,14,1,7
3,0,2,3,39,14,34,9
4,3,0,4,9,0,17,1
4,1,4,0,9,1,37,6
3,0,3,2,33,6,5,17
0,3,0,0,52,9,9,1
3,3,4,3,104,13,8,4
3,0,4,1,44,29,1,0
4,2,4,0,42,8,27,2
3,4,3,1,54,6,12,5
1,0,0,3,19,30,21,8
4,1,2,0,16,8,14,2
0,3,2,4,2,31,24,25
1,4,2,0,15,17,11,8
0,2,2,0,78,1,2,13
0,1,2,2,12,5,1,0
0,0,2,2,5,16,3,7
